NationalitÃ©;Club;championnat ;Nom;Position;Note;VIT;TIR;PAS;DRI;DEF;PHY
Italie;Atalanta Bergame;Serie A;#1520 Mateo Retegui;1520;76;72;76;64;70;35;77
Ã‰tats-Unis;Crystal Palace;Premier League;#1520 Chris Richards;1520;76;71;27;59;61;76;74
Allemagne;VfL Bochum 1848;Bundesliga;#1520 Manuel Riemann;1520;76;75;71;80;81;52;76
BrÃ©sil;Brentford;Premier League;#1520 Igor Thiago;1520;76;73;75;54;69;37;86
BrÃ©sil;Notting. Forest;Premier League;#1520 Morato;1520;76;68;37;57;61;76;82
Espagne;Lazio;Serie A;#1520 Pedro;1520;76;64;72;74;84;36;50
Espagne;RCD Majorque;La Liga;#1520 Dani RodrÃ­guez;1520;76;81;74;75;73;63;69
BrÃ©sil;Real Betis;La Liga;#1520 Vitor Roque;1520;76;85;79;59;80;20;64
Espagne;Real Betis;La Liga;#1520 Aitor Ruibal;1520;76;84;74;70;75;72;68
Espagne;Girona FC;La Liga;#1520 Abel Ruiz;1520;76;77;76;70;76;39;71
Ghana;AS Monaco;Ligue 1;#1520 Mohammed Salisu;1520;76;63;36;50;54;77;79
France;OGC Nice;Ligue 1;#1520 Morgan Sanson;1520;76;65;73;77;76;70;74
BrÃ©sil;Notting. Forest;Premier League;#1520 Danilo;1520;76;68;63;69;73;73;70
SÃ©nÃ©gal;Crystal Palace;Premier League;#1520 IsmaÃ¯la Sarr;1520;76;91;76;66;79;22;68
Ghana;AFC Bournemouth;Premier League;#1520 Antoine Semenyo;1520;76;85;72;67;77;27;75
BrÃ©sil;Francfort;Bundesliga;#1520 Tuta;1520;76;70;49;64;71;76;76
Nigeria;FC Nantes;Ligue 1;#1520 Moses Simon;1520;76;89;69;70;80;33;61
Italie;Fiorentina;Serie A;#1520 Riccardo Sottil;1520;76;88;66;69;77;34;48
BrÃ©sil;CÃ´me;Serie A;#1520 Gabriel Strefezza;1520;76;87;66;73;77;31;49
Uruguay;Girona FC;La Liga;#1520 Cristhian Stuani;1520;76;66;79;69;70;48;84
Espagne;UD Las Palmas;La Liga;#1520 Alex SuÃ¡rez;1520;76;75;36;62;63;76;77
Pays-Bas;West Ham;Premier League;#1520 Crysencio Summerville;1520;76;91;71;67;79;35;60
France;Torino;Serie A;#1520 Adrien Tameze;1520;76;77;66;68;77;76;77
Angleterre;AFC Bournemouth;Premier League;#1520 Marcus Tavernier;1520;76;77;72;71;78;60;64
Nigeria;Leverkusen;Bundesliga;#1520 Nathan Tella;1520;76;85;70;69;79;36;59
Pays-Bas;Fulham;Premier League;#1520 Kenny Tete;1520;76;73;47;67;69;75;77
France;OL;Ligue 1;#1520 Corentin Tolisso;1520;76;55;76;74;73;74;73
France;Union Berlin;Bundesliga;#1520 Lucas Tousart;1520;76;65;56;65;69;76;82
Pays-Bas;Brighton;Premier League;#1520 Jan Paul van Hecke;1520;76;55;45;58;65;77;77
Pays-Bas;Brighton;Premier League;#1520 JoÃ«l Veltman;1520;76;54;49;68;71;79;74
Pays-Bas;Brighton;Premier League;#1520 Bart Verbruggen;1520;76;78;72;74;81;56;69
Belgique;RB Leipzig;Bundesliga;#1520 Arthur Vermeeren;1520;76;75;55;75;77;71;69
Danemark;Leicester City;Premier League;#1520 Jannik Vestergaard;1520;76;32;48;63;54;75;83
Allemagne;Union Berlin;Bundesliga;#1520 Kevin Volland;1520;76;70;78;76;76;46;79
Angleterre;Southampton;Premier League;#1520 Kyle Walker-Peters;1520;76;75;47;68;74;73;71
Angleterre;Brighton;Premier League;#1520 Adam Webster;1520;76;54;31;61;68;77;76
Angleterre;Brighton;Premier League;#1520 Danny Welbeck;1520;76;54;76;70;76;42;71
Pays de Galles;Notting. Forest;Premier League;#1520 Neco Williams;1520;76;74;46;68;73;74;68
Angleterre;Leicester City;Premier League;#1520 Harry Winks;1520;76;57;60;76;77;70;68
Nouvelle-ZÃ©lande;Notting. Forest;Premier League;#1520 Chris Wood;1520;76;49;78;61;68;40;79
Allemagne;SV Werder Bremen;Bundesliga;#1520 Michael Zetterer;1520;76;76;72;81;76;41;73
Maroc;AS Saint-Ã‰tienne;Ligue 1;#1881 Yunis Abdelhamid;1881;75;32;33;57;62;76;78
Maroc;Toulouse FC;Ligue 1;#1881 Zakaria Aboukhlal;1881;75;84;72;69;75;41;75
Ã‰cosse;Torino;Serie A;#1881 ChÃ© Adams;1881;75;79;76;62;74;40;76
Nigeria;Notting. Forest;Premier League;#1881 Ola Aina;1881;75;89;60;69;74;70;74
Jordanie;Montpellier;Ligue 1;#1881 Musa Al Tamari;1881;75;89;69;67;80;38;58
Espagne;CA Osasuna;La Liga;#1881 Juan Cruz;1881;75;73;40;62;64;73;73
AlgÃ©rie;VfL Wolfsburg;Bundesliga;#1881 Mohamed Amoura;1881;75;93;77;62;77;46;55
Angleterre;Notting. Forest;Premier League;#1881 Elliot Anderson;1881;75;72;66;72;79;69;77
Angleterre;Southampton;Premier League;#1881 Cameron Archer;1881;75;77;75;59;74;25;68
Espagne;RCD Majorque;La Liga;#1881 Copete;1881;75;57;33;54;57;77;70
Angleterre;Southampton;Premier League;#1881 Adam Armstrong;1881;75;77;76;66;73;35;68
Albanie;Inter milan;Serie A;#1881 Kristjan Asllani;1881;75;66;61;74;74;70;69
Ghana;Leicester City;Premier League;#1881 Jordan Ayew;1881;75;71;73;71;78;57;74
RD Congo;Real Betis;La Liga;#1881 CÃ©dric Bakambu;1881;75;77;74;66;72;36;62
France;Strasbourg;Ligue 1;#1881 Dilane Bakwa;1881;75;85;68;70;78;30;62
Espagne;CA Osasuna;La Liga;#1881 Kike Barja;1881;75;76;67;69;76;35;59
Espagne;Real Sociedad;La Liga;#1881 Barrenetxea;1881;75;78;72;69;78;24;46
France;Wolves;Premier League;#1881 Jean-Ricner Bellegarde;1881;75;81;63;73;79;69;72
Argentine;Fiorentina;Serie A;#1881 Lucas BeltrÃ¡n;1881;75;72;76;68;76;46;77
Espagne;Parma;Serie A;#1881 AdriÃ¡n BernabÃ©;1881;75;79;70;74;78;67;65
Espagne;Villarreal CF;La Liga;#1881 Juan Bernat;1881;75;70;64;76;80;75;53
SlovÃ©nie;Udinese;Serie A;#1881 Jaka Bijol;1881;75;59;59;65;61;75;77
Irlande du Nord;Liverpool;Premier League;#1881 Conor Bradley;1881;75;82;59;66;73;70;72
Allemagne;TSG Hoffenheim;Bundesliga;#1881 Marius BÃ¼lter;1881;75;84;76;68;73;48;76
Angleterre;Borussia Dortmund;Bundesliga;#1881 Jamie Bynoe-Gittens;1881;75;90;66;62;82;26;55
Ã‰cosse;Fulham;Premier League;#1881 Tom Cairney;1881;75;52;72;78;75;63;65
Croatie;OL;Ligue 1;#1881 Duje Ä†aleta-Car;1881;75;59;39;57;59;74;78
Espagne;Villarreal CF;La Liga;#1881 Sergi Cardona;1881;75;81;43;64;68;73;74
Portugal;Genoa;Serie A;#1881 Vitinha;1881;75;73;75;63;75;32;79
Cameroun;FC Nantes;Ligue 1;#1881 Jean-Charles Castelletto;1881;75;68;32;51;63;76;76
Turquie;AS Roma;Serie A;#1881 Zeki Ã‡elik;1881;75;71;59;69;70;73;76
Angleterre;Ipswich Town;Premier League;#1881 Conor Chaplin;1881;75;84;74;70;76;46;64
France;OL;Ligue 1;#1881 Rayan Cherki;1881;75;68;67;74;84;21;61
France;Montpellier;Ligue 1;#1881 Joris Chotard;1881;75;64;57;73;75;71;68
Angleterre;Ipswich Town;Premier League;#1881 Jack Clarke;1881;75;83;72;68;76;40;60
GuinÃ©e Ã©quatoriale;Torino;Serie A;#1881 SaÃºl Coco;1881;75;85;56;58;60;76;78
RÃ©p. d'Irlande;Brentford;Premier League;#1881 Nathan Collins;1881;75;61;30;55;62;76;76
Espagne;Villarreal CF;La Liga;#1881 Santi ComesaÃ±a;1881;75;57;69;68;73;76;74
CÃ´te d'Ivoire;Southampton;Premier League;#1881 Maxwel Cornet;1881;75;85;75;70;76;67;70
RÃ©publique tchÃ¨que;M'gladbach;Bundesliga;#1881 TomÃ¡Å¡ ÄŒvanÄara;1881;75;77;73;66;72;25;77
Italie;Monza;Serie A;#1881 Danilo D'Ambrosio;1881;75;59;56;66;68;77;72
JamaÃ¯que;Leicester City;Premier League;#1881 Bobby De Cordova-Reid;1881;75;74;72;72;76;60;63
Italie;Parma;Serie A;#1881 Enrico Delprato;1881;75;81;54;63;69;72;77
France;Havre AC;Ligue 1;#1881 Arthur Desmas;1881;75;75;72;72;76;36;73
CÃ´te d'Ivoire;Man Utd;Premier League;#1881 Amad Diallo;1881;75;85;71;68;80;25;50
SÃ©nÃ©gal;AS Monaco;Ligue 1;#1881 KrÃ©pin Diatta;1881;75;89;69;66;78;50;67
Allemagne;Heidenheim;Bundesliga;#1881 Niklas Dorsch;1881;75;70;72;73;78;71;72
Mali;Everton;Premier League;#1881 Abdoulaye DoucourÃ©;1881;75;57;78;72;74;77;82
Angleterre;Southampton;Premier League;#1881 Flynn Downes;1881;75;64;53;71;73;71;75
Roumanie;Spurs;Premier League;#1881 Radu DrÄƒguÈ™in;1881;75;73;37;53;65;75;75
France;Leicester City;Premier League;#1881 Odsonne Edouard;1881;75;73;75;67;76;45;69
Allemagne;SC Freiburg;Bundesliga;#1881 Maximilian Eggestein;1881;75;63;60;69;71;72;74
Maroc;RC Lens;Ligue 1;#1881 Neil El Aynaoui;1881;75;63;61;70;74;66;71
Espagne;Rayo Vallecano;La Liga;#1881 Embarba;1881;75;78;74;73;76;42;68
Italie;Bologne;Serie A;#1881 Giovanni Fabbian;1881;75;67;72;72;75;68;63
Italie;Hellas VÃ©rone;Serie A;#1881 Marco Davide Faraoni;1881;75;73;72;74;74;69;70
BrÃ©sil;VfL Bochum 1848;Bundesliga;#1881 Bernardo;1881;75;71;53;64;68;75;75
Autriche;SV Werder Bremen;Bundesliga;#1881 Marco Friedl;1881;75;71;42;61;67;76;75
France;RC Lens;Ligue 1;#1881 Angelo Fulgini;1881;75;71;69;75;78;67;71
Angleterre;Everton;Premier League;#1881 James Garner;1881;75;66;65;77;71;71;71
France;Toulouse FC;Ligue 1;#1881 Yann Gboho;1881;75;76;68;70;79;36;58
Ã‰cosse;SSC Napoli;Serie A;#1881 Billy Gilmour;1881;75;60;58;75;76;70;62
Angleterre;Atalanta Bergame;Serie A;#1881 Ben Godfrey;1881;75;81;44;61;61;74;76
Pologne;VfL Wolfsburg;Bundesliga;#1881 Kamil Grabara;1881;75;76;75;72;76;42;75
Angleterre;Ipswich Town;Premier League;#1881 Jacob Greaves;1881;75;69;40;63;65;75;79
Danemark;Stade Rennais FC;Ligue 1;#1881 Albert GrÃ¸nbÃ¦k;1881;75;77;68;72;77;62;72
Autriche;SV Werder Bremen;Bundesliga;#1881 Marco GrÃ¼ll;1881;75;93;73;67;74;36;72
Espagne;Valencia CF;La Liga;#1881 Javi Guerra;1881;75;74;70;72;75;72;72
Espagne;D. AlavÃ©s;La Liga;#1881 Ander Guevara;1881;75;43;63;72;71;72;69
SÃ©nÃ©gal;Villarreal CF;La Liga;#1881 Pape Gueye;1881;75;58;60;70;71;74;76
France;Lecce;Serie A;#1881 FrÃ©dÃ©ric Guilbert;1881;75;71;47;68;71;73;75
Angleterre;Southampton;Premier League;#1881 Taylor Harwood-Bellis;1881;75;66;36;61;67;76;76
Allemagne;SC Freiburg;Bundesliga;#1881 Nicolas HÃ¶fler;1881;75;57;47;65;67;75;72
CorÃ©e du Sud;1. FSV Mainz 05;Bundesliga;#1881 Hong Hyeon Seok;1881;75;72;71;74;76;66;68
Croatie;FC Augsburg;Bundesliga;#1881 Kristijan JakiÄ‡;1881;75;67;61;64;68;74;79
Angleterre;Leicester City;Premier League;#1881 James Justin;1881;75;79;50;70;69;72;71
Allemagne;VfB Stuttgart;Bundesliga;#1881 Atakan Karazor;1881;75;48;36;62;66;77;73
Angleterre;Everton;Premier League;#1881 Michael Keane;1881;75;41;49;62;59;76;74
Belgique;Parma;Serie A;#1881 Mandela Keita;1881;75;78;56;67;75;72;80
Angleterre;Newcastle Utd;Premier League;#1881 Lloyd Kelly;1881;75;67;40;65;67;75;78
Allemagne;Union Berlin;Bundesliga;#1881 Rani Khedira;1881;75;54;43;57;62;79;80
CÃ´te d'Ivoire;Stade de Reims;Ligue 1;#1881 CÃ©dric KiprÃ©;1881;75;68;35;49;55;73;85
Allemagne;SV Werder Bremen;Bundesliga;#1881 Derrick KÃ¶hn;1881;75;87;68;71;76;69;75
Suisse;AS Monaco;Ligue 1;#1881 Philipp KÃ¶hn;1881;75;76;73;68;76;46;74
Allemagne;1. FSV Mainz 05;Bundesliga;#1881 Dominik Kohr;1881;75;80;63;60;70;74;80
Danemark;Leicester City;Premier League;#1881 Victor Kristiansen;1881;75;73;55;67;73;71;73
MontÃ©nÃ©gro;Lecce;Serie A;#1881 Nikola KrstoviÄ‡;1881;75;66;75;57;71;26;74
Ghana;Brighton;Premier League;#1881 Tariq Lamptey;1881;75;85;44;66;77;70;50
Canada;RCD Majorque;La Liga;#1881 Cyle Larin;1881;75;71;75;65;69;28;78
NorvÃ¨ge;Wolves;Premier League;#1881 JÃ¸rgen Strand Larsen;1881;75;77;75;58;69;32;82
Angleterre;Newcastle Utd;Premier League;#1881 Jamaal Lascelles;1881;75;40;35;51;50;76;78
Belgique;Chelsea;Premier League;#1881 Romeo Lavia;1881;75;67;50;70;75;73;73
Danemark;Everton;Premier League;#1881 Jesper LindstrÃ¸m;1881;75;82;72;68;79;43;60
France;UD Las Palmas;La Liga;#1881 Enzo Loiodice;1881;75;66;64;74;77;69;67
Serbie;Fulham;Premier League;#1881 SaÅ¡a LukiÄ‡;1881;75;53;69;74;75;70;70
Belgique;SV Werder Bremen;Bundesliga;#1881 Senne Lynen;1881;75;70;62;72;67;73;77
Italie;Hellas VÃ©rone;Serie A;#1881 Giangiacomo Magnani;1881;75;64;39;45;50;76;72
France;Stade Brestois 29;Ligue 1;#1881 Hugo Magnetti;1881;75;45;50;68;74;69;75
Angleterre;OL;Ligue 1;#1881 Ainsley Maitland-Niles;1881;75;76;61;71;73;71;72
Roumanie;Parma;Serie A;#1881 Dennis Man;1881;75;92;72;69;77;45;73
Espagne;Monza;Serie A;#1881 Pablo MarÃ­;1881;75;55;40;49;53;77;72
Roumanie;Cagliari;Serie A;#1881 RÄƒzvan Marin;1881;75;64;74;76;75;67;71
Espagne;D. AlavÃ©s;La Liga;#1881 Toni MartÃ­nez;1881;75;68;76;60;72;24;78
Espagne;Inter milan;Serie A;#1881 Josep MartÃ­nez;1881;75;75;71;67;74;26;76
Espagne;RCD Majorque;La Liga;#1881 Omar Mascarell;1881;75;53;64;71;74;72;71
SÃ©nÃ©gal;RC Lens;Ligue 1;#1881 Nampalys Mendy;1881;75;56;54;70;74;74;67
BrÃ©sil;Genoa;Serie A;#1881 Junior Messias;1881;75;79;72;72;78;49;56
Allemagne;Borussia Dortmund;Bundesliga;#1881 Alexander Meyer;1881;75;72;71;77;76;41;74
Angleterre;Brighton;Premier League;#1881 James Milner;1881;75;50;70;78;74;74;73
Espagne;Celta Vigo;La Liga;#1881 Mingueza;1881;75;79;35;65;64;72;75
Ã‰gypte;FC Nantes;Ligue 1;#1881 Mostafa Mohamed;1881;75;72;76;58;69;37;79
Croatie;Bologne;Serie A;#1881 Nikola Moro;1881;75;67;73;75;74;70;75
Allemagne;Heidenheim;Bundesliga;#1881 Kevin MÃ¼ller;1881;75;73;71;69;78;48;74
BrÃ©sil;Fulham;Premier League;#1881 Rodrigo Muniz;1881;75;73;74;59;71;42;77
Kosovo;Ipswich Town;Premier League;#1881 Arijanet MuriÄ‡;1881;75;76;73;79;77;45;74
Ã‰tats-Unis;AC milan;Serie A;#1881 Yunus Musah;1881;75;88;69;71;81;71;82
SÃ©nÃ©gal;Real Valladolid;La Liga;#1881 Amath Ndiaye;1881;75;89;72;69;77;49;64
SÃ©nÃ©gal;Everton;Premier League;#1881 Iliman Ndiaye;1881;75;84;72;63;82;40;62
Suisse;Bologne;Serie A;#1881 Dan Ndoye;1881;75;81;67;67;78;64;68
Angleterre;Fulham;Premier League;#1881 Reiss Nelson;1881;75;85;67;71;78;36;55
Portugal;Stade Rennais FC;Ligue 1;#1881 Jota;1881;75;86;70;70;81;37;59
Pays-Bas;Lazio;Serie A;#1881 Tijjani Noslin;1881;75;80;73;66;78;43;74
RÃ©p. d'Irlande;Everton;Premier League;#1881 Jake O'Brien;1881;75;76;41;53;51;73;79
France;OL;Ligue 1;#1881 Warmed Omari;1881;75;65;34;58;62;77;73
Suisse;Montpellier;Ligue 1;#1881 BeÄ‡ir OmeragiÄ‡;1881;75;75;40;63;68;75;73
Espagne;CA Osasuna;La Liga;#1881 Aimar Oroz;1881;75;68;74;71;76;58;65
Italie;Lazio;Serie A;#1881 Luca Pellegrini;1881;75;71;54;66;76;71;58
Espagne;CA Osasuna;La Liga;#1881 RubÃ©n PeÃ±a;1881;75;72;69;70;73;72;65
Portugal;RC Lens;Ligue 1;#1881 David Costa;1881;75;76;70;73;81;34;46
Portugal;Stade Brestois 29;Ligue 1;#1881 Mathias Pereira Lage;1881;75;86;72;74;74;61;67
Angleterre;Aston Villa;Premier League;#1881 Jaden Philogene;1881;75;85;71;69;78;37;59
Portugal;Union Berlin;Bundesliga;#1881 Diogo Leite;1881;75;55;38;50;61;77;76
Finlande;Venezia;Serie A;#1881 Joel Pohjanpalo;1881;75;68;76;63;72;38;76
Croatie;Fiorentina;Serie A;#1881 Marin PongraÄiÄ‡;1881;75;61;26;52;62;75;75
Angleterre;Liverpool;Premier League;#1881 Jarell Quansah;1881;75;74;34;59;68;74;77
Espagne;UD Las Palmas;La Liga;#1881 Sandro;1881;75;78;76;67;76;31;63
Angleterre;Fulham;Premier League;#1881 Harrison Reed;1881;75;59;60;71;71;72;74
Ã‰tats-Unis;Borussia Dortmund;Bundesliga;#1881 Giovanni Reyna;1881;75;77;72;71;79;37;67
Espagne;Valencia CF;La Liga;#1881 Luis Rioja;1881;75;77;75;71;78;37;50
Angleterre;Aston Villa;Premier League;#1881 Morgan Rogers;1881;75;77;71;71;77;56;71
Allemagne;SC Freiburg;Bundesliga;#1881 Merlin RÃ¶hl;1881;75;81;65;69;77;62;72
Pays-Bas;OGC Nice;Ligue 1;#1881 Pablo Rosario;1881;75;58;64;68;72;74;79
France;VfB Stuttgart;Bundesliga;#1881 Anthony Rouault;1881;75;64;30;61;60;76;73
France;Brighton;Premier League;#1881 Georginio Rutter;1881;75;79;69;70;79;42;70
France;RC Lens;Ligue 1;#1881 Wesley SaÃ¯d;1881;75;76;75;67;78;30;58
Serbie;Atalanta Bergame;Serie A;#1881 Lazar SamardÅ¾iÄ‡;1881;75;70;71;73;79;60;62
Belgique;Sevilla FC;La Liga;#1881 Albert Sambi Lokonga;1881;75;64;58;74;76;68;71
Uruguay;RC Lens;Ligue 1;#1881 MartÃ­n Satriano;1881;75;67;74;62;73;34;69
Allemagne;FC Augsburg;Bundesliga;#1881 Keven Schlotterbeck;1881;75;61;27;53;54;76;73
Autriche;SV Werder Bremen;Bundesliga;#1881 Romano Schmid;1881;75;77;63;70;81;53;58
Suisse;Toulouse FC;Ligue 1;#1881 Vincent Sierro;1881;75;61;67;75;72;70;75
BrÃ©sil;FC Nantes;Ligue 1;#1881 Douglas Augusto;1881;75;72;69;70;72;73;80
Paraguay;Notting. Forest;Premier League;#1881 RamÃ³n Sosa;1881;75;82;66;68;76;49;65
Croatie;Torino;Serie A;#1881 Borna Sosa;1881;75;71;53;78;75;67;71
France;Leicester City;Premier League;#1881 Boubakary SoumarÃ©;1881;75;67;56;73;74;70;77
Danemark;SV Werder Bremen;Bundesliga;#1881 Jens Stage;1881;75;65;68;71;73;73;78
Angleterre;Brighton;Premier League;#1881 Jason Steele;1881;75;75;73;80;74;39;75
Espagne;Villarreal CF;La Liga;#1881 Denis SuÃ¡rez;1881;75;59;70;77;77;64;54
Serbie;AS Roma;Serie A;#1881 Mile Svilar;1881;75;75;73;70;78;58;75
RÃ©p. d'Irlande;Ipswich Town;Premier League;#1881 Sammie Szmodics;1881;75;79;75;70;76;51;67
Espagne;Villarreal CF;La Liga;#1881 Terrats;1881;75;60;64;70;71;71;71
France;RC Lens;Ligue 1;#1881 Adrien Thomasson;1881;75;59;73;76;77;64;72
CÃ´te d'Ivoire;AJ Auxerre;Ligue 1;#1881 Hamed TraorÃ¨;1881;75;76;69;72;78;57;59
Espagne;Fulham;Premier League;#1881 Adama TraorÃ©;1881;75;93;65;64;81;37;80
Autriche;Union Berlin;Bundesliga;#1881 Christopher Trimmel;1881;75;69;65;74;68;74;79
Portugal;Stade de Reims;Ligue 1;#1881 AurÃ©lio Buta;1881;75;87;60;69;77;67;67
France;LOSC Lille;Ligue 1;#1881 Samuel Umtiti;1881;75;55;57;67;61;76;73
Allemagne;VfB Stuttgart;Bundesliga;#1881 Josha Vagnoman;1881;75;87;61;69;73;70;81
Pays-Bas;Girona FC;La Liga;#1881 Donny van de Beek;1881;75;65;76;74;75;70;67
Belgique;RB Leipzig;Bundesliga;#1881 Maarten Vandevoordt;1881;75;77;74;73;76;40;73
Suisse;FC Augsburg;Bundesliga;#1881 Ruben Vargas;1881;75;82;70;69;79;54;65
Argentine;RCD Espanyol;Ligue 1;#1881 Alejo Veliz;1881;75;71;74;54;70;25;73
Italie;CÃ´me;Serie A;#1881 Simone Verdi;1881;75;77;71;74;79;43;47
Espagne;CA Osasuna;La Liga;#1881 Nacho Vidal;1881;75;75;56;69;69;73;65
Allemagne;Union Berlin;Bundesliga;#1881 Kevin Vogt;1881;75;67;48;71;66;75;76
Belgique;VfL Wolfsburg;Bundesliga;#1881 Aster Vranckx;1881;75;61;65;72;78;72;76
Pays de Galles;Fulham;Premier League;#1881 Harry Wilson;1881;75;76;77;75;76;43;58
Angleterre;Notting. Forest;Premier League;#1881 Ryan Yates;1881;75;58;60;67;67;75;81
Espagne;CA Osasuna;La Liga;#1881 Bryan Zaragoza;1881;75;82;72;69;81;30;44
Allemagne;1. FSV Mainz 05;Bundesliga;#1881 Robin Zentner;1881;75;76;73;57;80;65;72
Nigeria;Montpellier;Ligue 1;#2309 Akor Jerome Adams;2309;74;81;73;56;70;29;76
France;Stade Brestois 29;Ligue 1;#2309 Ludovic Ajorque;2309;74;52;75;62;66;45;84
Espagne;Stade de Reims;Ligue 1;#2309 Akieme;2309;74;78;48;60;71;71;71
Nigeria;TSG Hoffenheim;Bundesliga;#2309 Kevin Akpoguma;2309;74;74;48;59;70;75;74
Portugal;RCD Majorque;La Liga;#2309 SamÃº Costa;2309;74;62;63;67;68;70;73
BrÃ©sil;Fulham;Premier League;#2309 VinÃ­cius;2309;74;70;75;60;69;41;79
Mexique;AFC Bournemouth;Premier League;#2309 Julian Araujo;2309;74;90;33;62;69;70;75
Japon;RCD Majorque;La Liga;#2309 Takuma Asano;2309;74;86;68;63;77;33;70
France;Stade Rennais FC;Ligue 1;#2309 Lorenz Assignon;2309;74;74;51;63;72;70;67
Croatie;Lazio;Serie A;#2309 Toma BaÅ¡iÄ‡;2309;74;43;65;75;72;72;74
Pologne;Southampton;Premier League;#2309 Jan Bednarek;2309;74;43;22;55;55;75;77
Allemagne;Southampton;Premier League;#2309 Armel Bella Kotchap;2309;74;76;25;50;50;74;77
Slovaquie;Union Berlin;Bundesliga;#2309 LÃ¡szlÃ³ BÃ©nes;2309;74;57;76;76;75;49;66
Italie;Monza;Serie A;#2309 Samuele Birindelli;2309;74;83;52;65;71;70;63
Espagne;D. AlavÃ©s;La Liga;#2309 Antonio Blanco;2309;74;52;57;68;67;70;62
Espagne;OM;Ligue 1;#2309 RubÃ©n Blanco;2309;74;79;72;73;74;53;70
Belgique;VfL Wolfsburg;Bundesliga;#2309 Sebastiaan Bornauw;2309;74;74;45;59;55;74;77
Italie;Fiorentina;Serie A;#2309 Edoardo Bove;2309;74;66;68;67;74;74;70
Pays de Galles;AFC Bournemouth;Premier League;#2309 David Brooks;2309;74;65;69;73;77;48;58
Canada;Inter milan;Serie A;#2309 Tajon Buchanan;2309;74;92;65;66;74;67;73
Colombie;Juventus;Serie A;#2309 Juan David Cabal;2309;74;71;38;68;65;74;73
Uruguay;RCD Espanyol;Ligue 1;#2309 Leandro Cabrera;2309;74;54;45;57;53;74;79
France;1. FSV Mainz 05;Bundesliga;#2309 Anthony Caci;2309;74;69;54;70;70;72;74
Italie;Bologne;Serie A;#2309 NicolÃ² Cambiaghi;2309;74;77;72;65;77;38;68
Italie;SSC Napoli;Serie A;#2309 Elia Caprile;2309;74;72;72;72;77;48;74
Espagne;Rayo Vallecano;La Liga;#2309 Dani CÃ¡rdenas;2309;74;74;71;73;77;44;68
Portugal;Brentford;Premier League;#2309 FÃ¡bio Carvalho;2309;74;77;68;68;77;45;51
Maroc;RCD Espanyol;Ligue 1;#2309 Walid Cheddira;2309;74;80;73;64;68;41;76
France;OGC Nice;Ligue 1;#2309 Mohamed-Ali Cho;2309;74;80;69;64;76;26;56
SÃ©nÃ©gal;Rayo Vallecano;La Liga;#2309 PathÃ© Ciss;2309;74;62;56;61;63;72;84
Angleterre;Crystal Palace;Premier League;#2309 Nathaniel Clyne;2309;74;70;60;68;72;74;67
Angleterre;Leicester City;Premier League;#2309 Conor Coady;2309;74;45;56;72;64;76;71
RÃ©p. d'Irlande;Everton;Premier League;#2309 SÃ©amus Coleman;2309;74;53;65;71;73;76;70
Argentine;D. AlavÃ©s;La Liga;#2309 TomÃ¡s Conechny;2309;74;90;73;65;76;33;65
Argentine;Inter milan;Serie A;#2309 JoaquÃ­n Correa;2309;74;65;73;73;78;40;64
Cap-Vert;Villarreal CF;La Liga;#2309 Logan Costa;2309;74;48;38;55;61;75;75
Mali;Lecce;Serie A;#2309 Lassana Coulibaly;2309;74;69;58;69;72;72;75
Italie;Monza;Serie A;#2309 Alessio Cragno;2309;74;74;72;70;75;39;74
Angleterre;West Ham;Premier League;#2309 Aaron Cresswell;2309;74;59;59;74;74;75;62
Espagne;Fulham;Premier League;#2309 Jorge Cuenca;2309;74;60;37;60;53;76;67
Italie;CÃ´me;Serie A;#2309 Patrick Cutrone;2309;74;72;73;59;74;29;71
France;CÃ´me;Serie A;#2309 Lucas Da Cunha;2309;74;79;69;69;78;39;56
Allemagne;FC Augsburg;Bundesliga;#2309 Finn Dahmen;2309;74;74;68;76;78;45;72
Zambie;Leicester City;Premier League;#2309 Patson Daka;2309;74;89;73;58;74;26;69
Autriche;Hellas VÃ©rone;Serie A;#2309 Flavius Daniliuc;2309;74;52;42;61;60;74;77
Danemark;Stade de Reims;Ligue 1;#2309 Mohamed Daramy;2309;74;86;66;65;78;28;70
BrÃ©sil;Real Betis;La Liga;#2309 Natan;2309;74;59;33;48;50;77;74
Pays-Bas;VfL Bochum 1848;Bundesliga;#2309 Dani de Wit;2309;74;54;77;70;70;72;87
France;RC Lens;Ligue 1;#2309 Andy Diouf;2309;74;75;68;71;75;67;75
Italie;CÃ´me;Serie A;#2309 Alberto Dossena;2309;74;43;43;52;59;76;75
GrÃ¨ce;Celta Vigo;La Liga;#2309 Tasos Douvikas;2309;74;81;72;62;73;34;73
Angleterre;Wolves;Premier League;#2309 Tommy Doyle;2309;74;67;65;74;75;65;67
Slovaquie;Hellas VÃ©rone;Serie A;#2309 Ondrej Duda;2309;74;65;71;73;78;64;63
Ghana;Venezia;Serie A;#2309 Alfred Duncan;2309;74;67;64;72;74;76;80
France;OGC Nice;Ligue 1;#2309 Maxime DupÃ©;2309;74;76;73;72;74;46;71
Colombie;Aston Villa;Premier League;#2309 Jhon DurÃ¡n;2309;74;78;75;58;71;32;77
Nigeria;Empoli;Serie A;#2309 Tyronne Ebuehi;2309;74;85;51;60;70;69;71
