Nationalité,Club,Nom,Position,Poste,Note,VIT,TIR,PAS,DRI,DEF,PHY
Pays-Bas,LOSC Lille,#3509 Mitchel Bakker,MG,3509,72,79,59,67,71,71,75
Zambie,Lecce,#3509 Lameck Banda,AG,3509,72,88,66,60,77,30,43
Italie,Côme,#3509 Federico Barba,DC,3509,72,68,31,60,62,73,74
Allemagne,FC Augsburg,#3509 Maximilian Bauer,DC,3509,72,54,26,48,52,74,73
Allemagne,Holstein Kiel,#3509 Timo Becker,DD,3509,72,79,49,60,65,69,77
Allemagne,1. FSV Mainz 05,#3509 Stefan Bell,DC,3509,72,34,38,52,48,74,71
Pologne,Parma,#3509 Adrian Benedyczak,MG,3509,72,88,71,65,69,32,76
Angleterre,Wolves,#3509 Daniel Bentley,G,3509,72,73,67,69,73,46,72
Slovaquie,VfL Bochum 1848,#3509 Matúš Bero,MC,3509,72,70,71,69,71,70,81
Pays-Bas,VfL Bochum 1848,#3509 Myron Boadu,BU,3509,72,81,72,61,74,28,64
Norvège,Manchester City,#3509 Oscar Bobb,AD,3509,72,80,62,71,79,33,41
Autriche,Côme,#3509 Matthias Braunöder,MC,3509,72,80,58,71,76,65,62
Pays de Galles,Ipswich Town,#3509 Nathan Broadhead,MG,3509,72,79,71,66,73,36,66
Australie,Ipswich Town,#3509 Cameron Burgess,DC,3509,72,51,37,56,54,72,80
Pays de Galles,Ipswich Town,#3509 Wes Burns,MD,3509,72,91,67,63,73,60,74
Allemagne,Heidenheim,#3509 Marnon Busch,DD,3509,72,81,53,63,70,66,74
France,RC Lens,#3509 Jimmy Cabot,DD,3509,72,84,66,67,76,64,58
Nouvelle-Zélande,Empoli,#3509 Liberato Cacace,DG,3509,72,71,60,66,69,68,76
Italie,Parma,#3509 Matteo Cancellieri,AG,3509,72,79,69,69,77,38,59
Italie,Venezia,#3509 Antonio Candela,DD,3509,72,84,54,64,67,66,75
Argentine,OM,#3509 Valentín Carboni,MOC,3509,72,61,70,73,73,46,49
Espagne,Sevilla FC,#3509 Carmona,MD,3509,72,73,65,68,70,68,66
Portugal,UD Las Palmas,#3509 Dário Essugo,MDC,3509,72,73,56,63,71,71,78
Équateur,RC Lens,#3509 Jhoanner Chávez,DG,3509,72,85,58,63,70,65,67
Argentine,Parma,#3509 Leandro Chichizola,G,3509,72,70,70,69,72,51,74
Angleterre,Leicester City,#3509 Hamza Choudhury,DD,3509,72,64,50,66,67,73,74
Angleterre,Chelsea,#3509 Carney Chukwuemeka,MOC,3509,72,65,65,68,76,50,63
Canada,OM,#3509 Derek Cornelius,DC,3509,72,68,45,51,57,68,85
Angleterre,Toulouse FC,#3509 Charlie Cresswell,DC,3509,72,52,30,50,55,72,74
Espagne,FC Barcelona,#3509 Pau Cubarsí,DC,3509,72,67,25,58,69,74,63
Géorgie,AS Saint-Étienne,#3509 Zuriko Davitashvili,MG,3509,72,84,60,67,73,25,59
États-Unis,Celta Vigo,#3509 Luca de la Torre,MC,3509,72,64,61,72,73,62,62
Italie,Bologne,#3509 Lorenzo De Silvestri,DD,3509,72,63,67,71,68,71,73
Belgique,Genoa,#3509 Koni De Winter,DC,3509,72,67,39,57,66,73,71
France,Strasbourg,#3509 Thomas Delaine,DG,3509,72,81,50,69,71,66,71
Belgique,SV Werder Bremen,#3509 Olivier Deman,DG,3509,72,66,63,69,71,66,71
Nigeria,Notting. Forest,#3509 Emmanuel Dennis,MG,3509,72,85,71,63,75,41,70
Italie,Parma,#3509 Gianluca Di Chiara,DG,3509,72,78,54,70,68,64,77
Côte d'Ivoire,Stade de Reims,#3509 Oumar Diakité,BU,3509,72,79,71,57,70,21,69
Sénégal,Angers SCO,#3509 Bamba Dieng,BU,3509,72,79,73,60,70,33,60
France,Angers SCO,#3509 Loïs Diony,BU,3509,72,66,73,64,70,26,73
Espagne,Valencia CF,#3509 Jaume,G,3509,72,70,72,73,74,58,70
Norvège,Toulouse FC,#3509 Aron Dønnum,MD,3509,72,82,62,65,76,52,71
Côte d'Ivoire,Strasbourg,#3509 Guéla Doué,DD,3509,72,71,40,63,70,72,71
France,Strasbourg,#3509 Ismaël Doukouré,MDC,3509,72,66,42,60,64,72,71
Pays-Bas,Udinese,#3509 Jurgen Ekkelenkamp,MOC,3509,72,65,69,71,72,62,79
Croatie,Bologne,#3509 Martin Erlić,DC,3509,72,55,34,46,53,73,71
Italie,Empoli,#3509 Sebastiano Esposito,BU,3509,72,73,73,72,74,35,63
Argentine,Parma,#3509 Nahuel Estévez,MDC,3509,72,68,70,74,73,67,67
Algérie,Angers SCO,#3509 Zinedine Ferhat,MD,3509,72,76,63,70,72,31,62
Allemagne,VfL Wolfsburg,#3509 Kilian Fischer,DD,3509,72,85,38,64,68,67,70
Côte d'Ivoire,Chelsea,#3509 David Datro Fofana,BU,3509,72,83,70,60,75,25,73
Belgique,OL,#3509 Malick Fofana,AG,3509,72,87,62,64,79,35,42
Côte d'Ivoire,Angers SCO,#3509 Yahia Fofana,G,3509,72,74,69,69,74,41,71
Allemagne,Heidenheim,#3509 Jonas Föhrenbach,DG,3509,72,78,39,57,63,69,75
Écosse,Southampton,#3509 Ryan Fraser,AG,3509,72,76,68,69,75,48,59
Cameroun,FC Nantes,#3509 Ignatius Ganago,BU,3509,72,80,71,61,74,34,65
Suisse,OM,#3509 Ulisses Garcia,DG,3509,72,79,47,65,68,65,74
Angola,Lecce,#3509 Kialonda Gaspar,DC,3509,72,64,30,40,54,72,81
Argentine,Udinese,#3509 Lautaro Giannetti,DC,3509,72,65,34,53,55,72,76
Grèce,FC Augsburg,#3509 Dimitris Giannoulis,DG,3509,72,82,42,62,71,67,63
Italie,Côme,#3509 Edoardo Goldaniga,DC,3509,72,53,34,50,56,73,76
Portugal,Wolves,#3509 Rodrigo Gomes,AD,3509,72,81,67,64,74,52,51
Espagne,Athletic Club,#3509 Unai Gómez,MOC,3509,72,67,65,67,74,37,62
Espagne,CD Leganés,#3509 Sergio,DC,3509,72,51,40,53,51,74,68
Guinée,FC St. Pauli,#3509 Morgan Guilavogui,BU,3509,72,80,70,66,71,32,70
Angleterre,Aston Villa,#3509 Kortney Hause,DC,3509,72,52,44,58,57,71,71
Espagne,CD Leganés,#3509 Javi Hernández,DG,3509,72,71,56,67,67,70,72
Pays-Bas,AJ Auxerre,#3509 Ki-Jana Hoever,DD,3509,72,73,54,68,69,67,71
Allemagne,Union Berlin,#3509 Benedict Hollerbach,BU,3509,72,84,72,62,74,27,72
Allemagne,VfL Bochum 1848,#3509 Timo Horn,G,3509,72,73,74,58,72,47,67
Corée du Sud,Notting. Forest,#3509 Hwang Ui Jo,BU,3509,72,77,73,64,73,42,71
Corée du Sud,Union Berlin,#3509 Jeong Woo Yeong,MOC,3509,72,78,62,67,78,36,61
Zimbabwe,FC Nantes,#3509 Tino Kadewere,BU,3509,72,73,72,66,72,38,67
France,Torino,#3509 Yann Karamoh,MG,3509,72,77,68,67,74,31,59
Maroc,Havre AC,#3509 Yassine Kechta,MC,3509,72,58,59,70,74,64,63
Allemagne,Côme,#3509 Marc-Oliver Kempf,DC,3509,72,72,41,56,61,72,77
Tunisie,Montpellier,#3509 Wahbi Khazri,BU,3509,72,63,75,73,75,43,70
Ouzbékistan,RC Lens,#3509 Abdukodir Khusanov,DC,3509,72,71,39,54,55,71,72
Canada,OM,#3509 Ismaël Koné,MC,3509,72,78,63,68,71,64,69
Allemagne,1. FSV Mainz 05,#3509 Maxim Leitsch,DC,3509,72,76,37,57,58,74,67
Espagne,CD Leganés,#3509 Roberto López,MOC,3509,72,55,73,74,74,48,62
Italie,Udinese,#3509 Lorenzo Lucca,BU,3509,72,57,73,59,64,32,80
France,AS Monaco,#3509 Soungoutou Magassa,DC,3509,72,58,48,64,62,71,71
Cameroun,Toulouse FC,#3509 Frank Magri,BU,3509,72,77,72,59,73,21,63
Maroc,Empoli,#3509 Youssef Maleh,MC,3509,72,61,65,73,72,66,64
Grèce,Latium,#3509 Christos Mandas,G,3509,72,75,70,71,78,23,69
Italie,LOSC Lille,#3509 Vito Mannone,G,3509,72,70,69,68,71,55,74
France,Stade Brestois 29,#3509 Jonas Martin,MDC,3509,72,44,64,72,67,70,63
Espagne,Genoa,#3509 Aarón,DG,3509,72,52,54,72,75,71,64
Maroc,Torino,#3509 Adam Masina,DC,3509,72,64,42,66,67,73,61
Belgique,AS Monaco,#3509 Eliot Matazo,MDC,3509,72,68,60,69,75,67,76
France,AS Monaco,#3509 Christian Mawissa,DC,3509,72,65,31,54,62,73,73
Italie,SSC Napoli,#3509 Pasquale Mazzocchi,MD,3509,72,76,59,72,73,67,69
Roumanie,Parma,#3509 Valentin Mihăilă,MG,3509,72,92,65,65,72,33,59
Angleterre,Newcastle Utd,#3509 Lewis Miley,MC,3509,72,65,61,72,73,64,66
Guinée,Celta Vigo,#3509 Ilaix Moriba,MC,3509,72,68,70,63,74,65,65
Angleterre,Liverpool,#3509 Tyler Morton,MDC,3509,72,64,59,74,73,66,66
Allemagne,SC Freiburg,#3509 Florian Müller,G,3509,72,72,67,71,79,43,68
France,Strasbourg,#3509 Junior Mwanga,MDC,3509,72,68,50,62,68,71,72
Espagne,RCD Majorque,#3509 Robert Navarro,MG,3509,72,74,68,68,74,34,63
Hongrie,Havre AC,#3509 Loïc Négo,MD,3509,72,79,67,68,71,66,66
France,M'gladbach,#3509 Nathan Ngoumou,MD,3509,72,86,71,64,71,33,65
France,TSG Hoffenheim,#3509 Stanley Nsoki,DC,3509,72,74,38,62,67,72,77
Brésil,Real Valladolid,#3509 Kenedy,MG,3509,72,72,68,70,74,60,61
Norvège,RB Leipzig,#3509 Antonio Nusa,MG,3509,72,89,64,65,79,41,59
Italie,Leicester City,#3509 Caleb Okoli,DC,3509,72,43,30,46,53,72,80
Nigeria,FC Augsburg,#3509 Frank Onyeka,MC,3509,72,77,63,66,73,72,76
Nigeria,AJ Auxerre,#3509 Gabriel Osho,DC,3509,72,70,30,54,63,72,74
Venezuela,Parma,#3509 Yordan Osorio,DC,3509,72,51,31,45,51,72,81
Norvège,Stade Rennais FC,#3509 Leo Østigård,DC,3509,72,64,37,50,61,71,79
France,Lecce,#3509 Rémi Oudin,AD,3509,72,63,70,72,74,33,63
Portugal,Chelsea,#3509 Renato Veiga,MDC,3509,72,73,60,70,70,70,72
Israël,FC Bayern München,#3509 Daniel Peretz,G,3509,72,74,74,69,73,35,63
France,AJ Auxerre,#3509 Gaëtan Perrin,MG,3509,72,80,68,67,74,37,64
Allemagne,Heidenheim,#3509 Marvin Pieringer,BU,3509,72,69,70,58,68,30,78
Italie,Juventus,#3509 Carlo Pinsoglio,G,3509,72,72,71,62,74,42,73
Italie,Cagliari,#3509 Matteo Prati,MDC,3509,72,59,65,72,71,69,68
Roumanie,Lombardia FC,#3509 Ionuț Andrei Radu,G,3509,72,76,68,70,76,40,70
Maroc,Crystal Palace,#3509 Chadi Riad,DC,3509,72,62,32,54,54,72,74
Argentine,D. Alavés,#3509 Luka Romero,MD,3509,72,79,65,66,75,53,57
Allemagne,Union Berlin,#3509 Tom Rothe,DG,3509,72,69,45,68,68,69,76
Mali,Montpellier,#3509 Falaye Sacko,DD,3509,72,87,45,62,71,66,72
Grèce,FC St. Pauli,#3509 Manolis Saliakas,DD,3509,72,69,57,66,69,67,68
Espagne,Sevilla FC,#3509 Juanlu Sánchez,DD,3509,72,65,59,63,73,69,62
Allemagne,M'gladbach,#3509 Philipp Sander,MC,3509,72,73,58,71,73,65,67
Allemagne,Brentford,#3509 Kevin Schade,AG,3509,72,94,65,59,73,29,64
Allemagne,Toulouse FC,#3509 Niklas Schmidt,MC,3509,72,61,70,74,74,60,68
Ouzbékistan,AS Roma,#3509 Eldor Shomurodov,BU,3509,72,76,70,64,73,39,66
France,Toulouse FC,#3509 Djibril Sidibé,DD,3509,72,66,58,67,67,71,73
Argentine,Atlético Madrid,#3509 Giuliano Simeone,BU,3509,72,82,69,58,70,26,79
Pays-Bas,UD Las Palmas,#3509 Daley Sinkgraven,DG,3509,72,73,60,72,74,68,61
Mali,AS Saint-Étienne,#3509 Ibrahim Sissoko,BU,3509,72,73,74,55,66,32,74
Allemagne,Holstein Kiel,#3509 Steven Skrzybski,BU,3509,72,77,74,65,73,37,66
Brésil,Udinese,#3509 Brenner,BU,3509,72,77,71,63,76,32,54
Angleterre,Spurs,#3509 Djed Spence,DD,3509,72,86,43,60,74,67,60
Sénégal,Real Valladolid,#3509 Mamadou Sylla,BU,3509,72,77,71,62,70,37,75
Guinée,Montpellier,#3509 Issiaga Sylla,DG,3509,72,68,61,67,67,68,73
Côte d'Ivoire,Strasbourg,#3509 Abakar Sylla,DC,3509,72,70,30,56,68,70,76
France,AS Saint-Étienne,#3509 Florian Tardieu,MDC,3509,72,40,63,70,67,68,74
Portugal,RCD Majorque,#3509 Chiquinho,AG,3509,72,87,66,65,75,34,58
Angleterre,Southampton,#3509 Charlie Taylor,DG,3509,72,58,52,68,69,72,77
Danemark,Hellas Vérone,#3509 Casper Tengstedt,BU,3509,72,83,70,63,68,36,71
France,Udinese,#3509 Florian Thauvin,BU,3509,72,64,75,73,77,45,65
Norvège,Genoa,#3509 Morten Thorsby,MC,3509,72,55,62,69,71,72,78
Angleterre,Notting. Forest,#3509 Harry Toffolo,DG,3509,72,70,53,67,66,70,70
France,Udinese,#3509 Isaak Touré,DC,3509,72,66,30,51,55,69,84
Mali,VfB Stuttgart,#3509 El Bilal Touré,BU,3509,72,71,72,61,71,23,63
Guinée,Havre AC,#3509 Abdoulaye Touré,MDC,3509,72,43,58,62,61,71,78
Turquie,Francfort,#3509 Can Uzun,MOC,3509,72,70,72,65,75,24,63
Italie,Parma,#3509 Emanuele Valeri,DG,3509,72,67,65,69,72,69,53
Italie,Monza,#3509 Mattia Valoti,MC,3509,72,55,69,73,74,54,64
Slovaquie,VfL Wolfsburg,#3509 Denis Vavro,DC,3509,72,67,58,58,59,70,81
Allemagne,FC St. Pauli,#3509 Hauke Wahl,DC,3509,72,54,32,55,63,73,74
Pays de Galles,Leicester City,#3509 Danny Ward,G,3509,72,72,71,68,72,46,70
Allemagne,SC Freiburg,#3509 Noah Weißhaupt,MG,3509,72,76,60,67,74,46,58
Pologne,Cagliari,#3509 Mateusz Wieteska,DC,3509,72,47,37,50,59,73,73
France,Havre AC,#3509 Étienne Youté Kinkoué,DC,3509,72,61,31,50,48,70,78
Italie,Venezia,#3509 Francesco Zampano,DG,3509,72,83,50,65,72,64,74
Italie,Genoa,#3509 Alessandro Zanoli,DD,3509,72,70,40,63,69,69,71
Espagne,Udinese,#3509 Zarraga,MC,3509,72,75,66,71,74,61,65
Pologne,Empoli,#3509 Szymon Żurkowski,MC,3509,72,73,72,70,74,67,77
Tunisie,OGC Nice,#4248 Ali Abdi,DG,4248,71,89,60,66,71,62,76
France,FC Nantes,#4248 Matthis Abline,BU,4248,71,77,72,56,72,24,55
Côte d'Ivoire,Angers SCO,#4248 Jean-Eudes Aholou,MC,4248,71,56,62,69,69,70,74
Gabon,Angers SCO,#4248 Jim Allevinah,MD,4248,71,82,69,64,73,45,50
Espagne,Real Betis,#4248 Altimira,MC,4248,71,59,62,65,68,66,64
Italie,Genoa,#4248 Mattia Bani,DC,4248,71,46,20,42,53,74,70
Maroc,1. FSV Mainz 05,#4248 Aymen Barkok,MOC,4248,71,68,67,67,76,54,66
Argentine,Valencia CF,#4248 Enzo Barrenechea,MDC,4248,71,57,63,68,71,62,69
RD Congo,AS Saint-Étienne,#4248 Dylan Batubinsika,DC,4248,71,68,28,52,54,69,78
Allemagne,1. FSV Mainz 05,#4248 Daniel Batz,G,4248,71,71,69,67,74,35,71
Allemagne,TSG Hoffenheim,#4248 Finn Ole Becker,MC,4248,71,69,55,68,76,58,60
Uruguay,D. Alavés,#4248 Carlos Benavídez,MDC,4248,71,67,44,63,66,71,72
Cameroun,CA Osasuna,#4248 Flavien-Enzo Boyomo,DC,4248,71,73,30,47,46,72,74
Allemagne,VfB Stuttgart,#4248 Fabian Bredlow,G,4248,71,71,67,66,74,39,68
France,AS Saint-Étienne,#4248 Anthony Briançon,DC,4248,71,46,47,56,53,70,82
France,Angers SCO,#4248 Pierrick Capelle,MDC,4248,71,53,71,73,71,67,64
Espagne,UD Las Palmas,#4248 Marc Cardona,BU,4248,71,79,69,62,70,27,69
Italie,Chelsea,#4248 Cesare Casadei,MC,4248,71,66,69,70,70,65,70
France,Havre AC,#4248 Josué Casimir,MD,4248,71,83,67,62,72,43,65
Belgique,Valencia CF,#4248 Maximiliano Caufriez,DC,4248,71,56,30,57,57,71,74
France,FC Nantes,#4248 Fabien Centonze,DD,4248,71,71,51,68,69,68,73
États-Unis,Francfort,#4248 Timmy Chandler,DD,4248,71,45,68,72,68,72,76
Portugal,Everton,#4248 Youssef Chermiti,BU,4248,71,67,68,55,69,33,71
France,FC Nantes,#4248 Marcus Coco,MD,4248,71,79,66,67,72,59,57
Italie,Hellas Vérone,#4248 Diego Coppola,DC,4248,71,53,40,55,50,73,65
France,Stade Brestois 29,#4248 Soumaila Coulibaly,DC,4248,71,86,36,54,65,68,79
France,Parma,#4248 Woyo Coulibaly,DD,4248,71,76,50,65,68,66,81
France,Parma,#4248 Wylan Cyprien,MDC,4248,71,62,69,71,72,68,75
Angleterre,Udinese,#4248 Keinan Davis,BU,4248,71,64,69,54,71,43,81
Angleterre,Ipswich Town,#4248 Liam Delap,BU,4248,71,76,70,58,70,29,74
Espagne,Real Betis,#4248 Assane Diao Diaoune,MD,4248,71,90,69,60,73,30,56
Mali,D. Alavés,#4248 Moussa Diarra,DG,4248,71,65,32,57,62,71,72
Espagne,Rayo Vallecano,#4248 Pedro Díaz,MC,4248,71,68,73,73,71,65,72
Argentine,Bologne,#4248 Benjamín Domínguez,MG,4248,71,84,65,65,73,41,56
Haïti,FC Nantes,#4248 Jean-Kévin Duverne,DG,4248,71,60,38,62,67,72,73
Cameroun,Udinese,#4248 Enzo Ebosse,DC,4248,71,62,35,56,64,72,71
Danemark,Hellas Vérone,#4248 Martin Frese,DG,4248,71,79,65,68,71,64,68
Espagne,Lecce,#4248 Joan González,MC,4248,71,59,63,70,68,53,74
Italie,Empoli,#4248 Alberto Grassi,MC,4248,71,48,63,70,71,67,61
Pologne,FC Augsburg,#4248 Robert Gumny,DD,4248,71,76,42,60,69,67,67
Angleterre,Newcastle Utd,#4248 Isaac Hayden,MDC,4248,71,51,58,61,67,71,77
Angleterre,Ipswich Town,#4248 George Hirst,BU,4248,71,76,70,55,67,41,76
Bénin,Angers SCO,#4248 Cédric Hountondji,DC,4248,71,38,33,52,56,72,70
Italie,Côme,#4248 Alessio Iovine,DD,4248,71,69,57,65,71,68,65
Écosse,West Ham,#4248 Andy Irving,MC,4248,71,57,71,71,71,63,77
Albanie,Empoli,#4248 Ardian Ismajli,DC,4248,71,67,30,49,61,75,63
Danemark,Leicester City,#4248 Daniel Iversen,G,4248,71,71,70,67,71,45,69
République tchèque,Cagliari,#4248 Jakub Jankto,MC,4248,71,72,67,70,72,65,62
Belgique,Udinese,#4248 Christian Kabasele,DC,4248,71,50,50,51,59,71,71
Norvège,Toulouse FC,#4248 Warren Kamanzi,DD,4248,71,80,52,63,71,65,63
Italie,Fiorentina,#4248 Michael Kayode,DD,4248,71,65,35,56,71,72,58
Allemagne,VfB Stuttgart,#4248 Yannik Keitel,MDC,4248,71,66,48,63,66,69,73
Allemagne,SV Werder Bremen,#4248 Markus Kolke,G,4248,71,73,68,61,74,45,69
France,OL,#4248 Saël Kumbedi,DD,4248,71,82,42,62,72,65,62
Grèce,Monza,#4248 Giorgos Kyriakopoulos,DG,4248,71,61,49,64,71,71,66
France,Angers SCO,#4248 Jordan Lefort,DG,4248,71,66,26,59,64,68,74
France,Strasbourg,#4248 Félix Lemaréchal,MOC,4248,71,65,57,73,72,61,68
Brésil,West Ham,#4248 Luis Guilherme,MD,4248,71,76,62,64,75,33,57
Espagne,OM,#4248 Pol Lirola,DD,4248,71,68,62,69,69,67,67
France,AS Saint-Étienne,#4248 Yvann Maçon,DD,4248,71,84,51,61,72,65,72
Italie,Monza,#4248 Daniel Maldini,MOC,4248,71,66,68,70,74,40,50
Espagne,Celta Vigo,#4248 Manquillo,DD,4248,71,63,45,63,71,73,60
Espagne,SSC Napoli,#4248 Rafa Marín,DC,4248,71,67,28,58,57,71,72
Croatie,Francfort,#4248 Igor Matanović,BU,4248,71,63,69,53,67,34,77
Rép. d'Irlande,Leicester City,#4248 Kasey McAteer,AD,4248,71,81,67,66,71,53,64
Angleterre,Southampton,#4248 Alex McCarthy,G,4248,71,71,71,62,74,50,68
Écosse,UD Las Palmas,#4248 Scott McKenna,DC,4248,71,51,32,46,51,70,80
Espagne,Real Valladolid,#4248 Meseguer,MC,4248,71,63,68,68,69,68,72
Espagne,RCD Majorque,#4248 Mateu Morey,DD,4248,71,70,46,67,75,68,56
Espagne,Real Valladolid,#4248 Raúl Moro,MG,4248,71,82,61,66,77,27,35
France,AS Saint-Étienne,#4248 Mickaël Nadé,DC,4248,71,35,30,44,51,70,83
Allemagne,1. FSV Mainz 05,#4248 Paul Nebel,MOC,4248,71,76,62,66,76,38,59
Portugal,Everton,#4248 João Virgínia,G,4248,71,73,72,66,73,52,67
Cameroun,CD Leganés,#4248 Yvan Neyou,MDC,4248,71,65,60,64,75,69,70
France,Rayo Vallecano,#4248 Randy Nteka,BU,4248,71,72,70,64,71,54,83
Japon,FC Augsburg,#4248 Masaya Okugawa,MG,4248,71,76,63,67,74,43,44
Rép. d'Irlande,Notting. Forest,#4248 Andrew Omobamidele,DC,4248,71,71,27,52,56,71,75
Italie,Venezia,#4248 Gaetano Oristanio,MOC,4248,71,85,65,67,76,49,55
Ghana,AJ Auxerre,#4248 Elisha Owusu,MDC,4248,71,60,53,64,68,67,69
Espagne,Real Sociedad,#4248 Pacheco,DC,4248,71,49,22,51,49,71,68
Italie,Torino,#4248 Alberto Paleari,G,4248,71,69,67,69,71,32,74
Écosse,Everton,#4248 Nathan Patterson,DD,4248,71,75,46,60,69,69,70
France,Lecce,#4248 Andy Pelmard,DC,4248,71,85,34,60,70,70,76
Argentine,Côme,#4248 Máximo Perrone,MC,4248,71,68,54,66,74,68,69
Italie,Empoli,#4248 Giuseppe Pezzella,DG,4248,71,67,56,66,68,68,70
Allemagne,SC Freiburg,#4248 Maximilian Philipp,BU,4248,71,72,73,69,76,42,58
Italie,Cagliari,#4248 Roberto Piccoli,BU,4248,71,67,72,54,65,34,66
Équateur,CD Leganés,#4248 Jackson Porozo,DC,4248,71,70,31,42,45,71,74
Madagascar,AJ Auxerre,#4248 Rayan Raveloson,MDC,4248,71,73,66,65,72,69,76
Angleterre,OM,#4248 Jonny Rowe,MD,4248,71,83,71,62,74,36,64
Angleterre,Newcastle Utd,#4248 John Ruddy,G,4248,71,68,72,68,69,37,70
Tunisie,FC St. Pauli,#4248 Elias Saad,AG,4248,71,74,65,65,77,33,56
États-Unis,Havre AC,#4248 Emmanuel Sabbi,MG,4248,71,90,65,62,73,38,59
Espagne,CD Leganés,#4248 Jorge Sáenz,DC,4248,71,61,41,56,62,72,77
France,Havre AC,#4248 Yoann Salmier,DC,4248,71,35,40,58,57,71,76
France,RC Lens,#4248 Malang Sarr,DC,4248,71,56,45,65,64,72,70
Espagne,Athletic Club,#4248 Nico Serrano,MG,4248,71,82,65,64,76,24,51
Allemagne,1. FSV Mainz 05,#4248 Armindo Sieb,BU,4248,71,82,71,57,77,26,68
Allemagne,Heidenheim,#4248 Tim Siersleben,DC,4248,71,52,33,48,56,73,72
Suisse,Parma,#4248 Simon Sohm,MOC,4248,71,76,66,66,69,65,81
Espagne,Getafe CF,#4248 Álex Sola,MD,4248,71,78,59,64,71,63,74
Colombie,Girona FC,#4248 Jhon Solís,MDC,4248,71,64,62,64,66,67,76
France,Bergamo Calcio,#4248 Brandon Soppy,DD,4248,71,79,50,64,68,66,74
Allemagne,VfB Stuttgart,#4248 Pascal Stenzel,DD,4248,71,59,60,69,68,71,69
Suisse,VfB Stuttgart,#4248 Leonidas Stergiou,DC,4248,71,76,42,60,67,70,75
Écosse,Southampton,#4248 Ross Stewart,BU,4248,71,73,71,57,64,30,78
Ghana,Southampton,#4248 Kamaldeen Sulemana,AG,4248,71,93,65,63,75,28,60
Ghana,Bergamo Calcio,#4248 Ibrahim Sulemana,MDC,4248,71,71,62,64,68,69,72
Japon,Parma,#4248 Zion Suzuki,G,4248,71,71,68,71,76,56,67
Espagne,Valencia CF,#4248 César Tárrega,DC,4248,71,63,40,52,52,71,73
Italie,Milano FC,#4248 Filippo Terracciano,MD,4248,71,79,60,71,70,67,67
États-Unis,OL,#4248 Tanner Tessmann,MDC,4248,71,61,56,68,69,67,78
Allemagne,Heidenheim,#4248 Norman Theuerkauf,MDC,4248,71,48,56,64,63,72,76
Pays de Galles,FC Nantes,#4248 Sorba Thomas,MD,4248,71,87,62,66,71,48,70
Angleterre,Leicester City,#4248 Luke Thomas,DG,4248,71,75,42,64,68,68,69
Angleterre,Ipswich Town,#4248 Conor Townsend,DG,4248,71,67,46,64,67,68,70
Mali,Wolves,#4248 Boubacar Traoré,MDC,4248,71,69,53,68,71,66,72
Espagne,D. Alavés,#4248 Carlos Vicente,MD,4248,71,81,67,66,69,31,56
Italie,Empoli,#4248 Mattia Viti,DC,4248,71,66,35,50,52,72,67
Kosovo,Torino,#4248 Mërgim Vojvoda,MG,4248,71,68,54,72,72,68,69
Allemagne,Holstein Kiel,#4248 Timon Weiner,G,4248,71,74,67,66,72,50,70
Italie,SSC Napoli,#4248 Alessio Zerbin,AG,4248,71,69,67,67,74,36,63
Autriche,SC Freiburg,#5019 Junior Adamu,BU,5019,70,79,69,52,70,22,67
Turquie,Stade Rennais FC,#5019 Doğan Alemdar,G,5019,70,70,69,69,69,38,71
Italie,Venezia,#5019 Giorgio Altare,DC,5019,70,57,39,47,50,71,77
Espagne,UD Las Palmas,#5019 Viti Rozada,MD,5019,70,89,60,60,70,56,68
France,Stade Brestois 29,#5019 Jordan Amavi,DG,5019,70,67,60,65,66,69,68
Suisse,Francfort,#5019 Aurèle Amenda,DC,5019,70,72,27,51,47,67,82
Argentine,Getafe CF,#5019 Fabrizio Angileri,DG,5019,70,77,68,69,69,65,78
Espagne,CA Osasuna,#5019 José Arnáiz,MG,5019,70,80,72,62,73,40,68
Sénégal,Milano FC,#5019 Fodé Ballo-Touré,DG,5019,70,81,51,68,72,68,62
Côte d'Ivoire,Angers SCO,#5019 Abdoulaye Bamba,DC,5019,70,65,40,63,63,71,67
Allemagne,Heidenheim,#5019 Adrian Beck,MC,5019,70,58,68,68,68,66,71
France,Leverkusen,#5019 Jeanuël Belocian,DC,5019,70,68,41,64,65,70,69
Espagne,Getafe CF,#5019 Berrocal,DC,5019,70,59,38,50,51,70,75
Angleterre,Chelsea,#5019 Marcus Bettinelli,G,5019,70,70,70,69,71,30,70
Norvège,Genoa,#5019 Emil Bohinen,MC,5019,70,59,62,70,71,67,66
Italie,Lecce,#5019 Kevin Bonifazi,DC,5019,70,35,35,52,55,72,61
Angleterre,Southampton,#5019 James Bree,DD,5019,70,68,45,65,66,68,66
Espagne,CA Osasuna,#5019 Abel Bretones,DG,5019,70,75,64,66,66,64,78
Belgique,Stade de Reims,#5019 Maxime Busi,DD,5019,70,69,49,63,68,67,66
Espagne,RCD Espanyol,#5019 Jofre,MD,5019,70,82,66,65,71,40,61
Espagne,Rayo Vallecano,#5019 Pep Chavarría,DG,5019,70,82,49,64,67,64,74
France,Montpellier,#5019 Tanguy Coulibaly,MG,5019,70,79,59,62,76,42,61
Allemagne,VfL Bochum 1848,#5019 Lukas Daschner,BU,5019,70,72,69,65,73,47,66
Brésil,Real Valladolid,#5019 Marcos André,BU,5019,70,72,71,59,68,37,71
